Before_I,After_I,interval,c,pav.type,Route_id,Section_id2
1,1,5,1,1,101003000,101003000022_0146
1,2,5,1,1,101003000,101003000022_0146
1,2,5,1,1,101003000,101003000022_0146
1,2,5,1,1,101003000,101003000022_0146
1,2,5,1,1,101003000,101003000022_0146
1,2,5,1,1,101003000,101003000022_0146
1,1,5,1,1,101003000,101003000022_0146
1,1,5,1,1,101003000,101003000022_0146
1,1,5,1,1,101003000,101003000022_0146
1,1,5,1,1,101003000,101003000022_0146
1,1,5,1,1,101003000,101003000022_0147
1,1,5,1,1,101003000,101003000022_0147
1,2,5,1,1,101003000,101003000022_0147
1,1,5,1,1,101003000,101003000022_0147
1,1,5,1,1,101003000,101003000022_0147
1,1,5,1,1,101003000,101003000022_0147
1,1,5,1,1,101003000,101003000022_0147
1,1,5,1,1,101003000,101003000022_0147
1,1,5,1,1,101003000,101003000022_0147
1,1,5,1,1,101003000,101003000022_0147
1,1,5,1,1,101003000,101003000022_0148
1,1,5,1,1,101003000,101003000022_0148
1,1,5,1,1,101003000,101003000022_0148
1,1,5,1,1,101003000,101003000022_0148
1,1,5,1,1,101003000,101003000022_0148
1,1,5,1,1,101003000,101003000022_0148
1,1,5,1,1,101003000,101003000022_0148
1,1,5,1,1,101003000,101003000022_0148
1,1,5,1,1,101003000,101003000022_0148
1,2,5,1,1,101003000,101003000022_0148
1,1,5,1,1,101003000,101003000022_0149
1,2,5,1,1,101003000,101003000022_0149
1,2,5,1,1,101003000,101003000022_0149
1,2,5,1,1,101003000,101003000022_0149
1,1,5,1,1,101003000,101003000022_0149
1,1,5,1,1,101003000,101003000022_0149
1,1,5,1,1,101003000,101003000022_0149
1,1,5,1,1,101003000,101003000022_0149
1,1,5,1,1,101003000,101003000022_0149
1,1,5,1,1,101003000,101003000022_0149
1,1,5,1,1,101003000,101003000022_0149
1,1,5,1,1,101003000,101003000022_0150
1,3,5,1,1,101003000,101003000022_0150
1,2,5,1,1,101003000,101003000022_0150
1,4,5,1,1,101003000,101003000022_0150
1,2,5,1,1,101003000,101003000022_0150
1,1,5,1,1,101003000,101003000022_0150
1,2,5,1,1,101003000,101003000022_0150
1,2,5,1,1,101003000,101003000022_0150
1,1,5,1,1,101003000,101003000022_0150
1,2,5,1,1,101003000,101003000022_0151
1,3,5,1,1,101003000,101003000022_0151
1,2,5,1,1,101003000,101003000022_0151
1,2,5,1,1,101003000,101003000022_0151
1,1,5,1,1,101003000,101003000022_0151
1,1,5,1,1,101003000,101003000022_0151
1,2,5,1,1,101003000,101003000022_0151
1,3,5,1,1,101003000,101003000022_0151
1,5,5,1,1,101003000,101003000022_0151
1,4,5,1,1,101003000,101003000022_0151
1,3,5,1,1,101003000,101003000022_0151
1,3,5,1,1,101003000,101003000022_0152
1,2,5,1,1,101003000,101003000022_0152
1,2,5,1,1,101003000,101003000022_0152
1,1,5,1,1,101003000,101003000022_0152
1,1,5,1,1,101003000,101003000022_0152
1,2,5,1,1,101003000,101003000022_0152
1,2,5,1,1,101003000,101003000022_0152
1,2,5,1,1,101003000,101003000022_0152
1,2,5,1,1,101003000,101003000022_0152
1,3,5,1,1,101003000,101003000022_0152
1,2,5,1,1,101003000,101003000022_0153
1,1,5,1,1,101003000,101003000022_0153
1,1,5,1,1,101003000,101003000022_0153
1,1,5,1,1,101003000,101003000022_0153
1,1,5,1,1,101003000,101003000022_0153
1,1,5,1,1,101003000,101003000022_0153
1,2,5,1,1,101003000,101003000022_0153
1,2,5,1,1,101003000,101003000022_0153
1,1,5,1,1,101003000,101003000022_0153
1,3,5,1,1,101003000,101003000022_0153
1,1,1,1,1,101003000,101003000022_0153
1,1,1,1,1,101003000,101003000022_0154
1,1,1,1,1,101003000,101003000022_0154
1,1,1,1,1,101003000,101003000022_0154
1,1,1,1,1,101003000,101003000022_0154
1,1,1,1,1,101003000,101003000022_0154
1,2,1,1,1,101003000,101003000022_0154
1,1,1,1,1,101003000,101003000022_0154
1,1,1,1,1,101003000,101003000022_0154
1,1,1,1,1,101003000,101003000022_0154
1,1,1,1,1,101003000,101003000022_0154
1,1,1,1,1,101003000,101003000022_0155
1,1,1,1,1,101003000,101003000022_0155
1,1,1,1,1,101003000,101003000022_0155
1,1,1,1,1,101003000,101003000022_0155
1,1,1,1,1,101003000,101003000022_0155
1,1,1,1,1,101003000,101003000022_0155
1,1,1,1,1,101003000,101003000022_0155
1,1,1,1,1,101003000,101003000022_0155
1,1,1,1,1,101003000,101003000022_0155
1,1,1,1,1,101003000,101003000022_0155
1,1,1,1,1,101003000,101003000022_0156
1,2,1,1,1,101003000,101003000022_0156
1,1,1,1,1,101003000,101003000022_0156
1,1,1,1,1,101003000,101003000022_0156
1,1,1,1,1,101003000,101003000022_0156
1,1,1,1,1,101003000,101003000022_0156
1,1,1,1,1,101003000,101003000022_0156
1,1,1,1,1,101003000,101003000022_0156
1,1,1,1,1,101003000,101003000022_0156
1,2,1,1,1,101003000,101003000022_0156
1,1,1,1,1,101003000,101003000022_0156
1,1,1,1,1,101003000,101003000022_0157
1,1,1,1,1,101003000,101003000022_0157
1,1,1,1,1,101003000,101003000022_0157
1,1,1,1,1,101003000,101003000022_0157
1,1,1,1,1,101003000,101003000022_0157
1,1,1,1,1,101003000,101003000022_0157
1,1,1,1,1,101003000,101003000022_0157
1,1,1,1,1,101003000,101003000022_0157
1,1,1,1,1,101003000,101003000022_0157
1,1,1,1,1,101003000,101003000022_0157
1,1,1,1,1,101003000,101003000022_0157
1,1,1,1,1,101003000,101003000022_0157
1,1,1,1,1,101003000,101003000022_0157
1,1,1,1,1,101003000,101003000022_0157
1,1,1,1,1,101003000,101003000022_0157
1,2,1,1,1,101003000,101003000022_0158
1,1,1,1,1,101003000,101003000022_0158
1,1,1,1,1,101003000,101003000022_0158
1,1,1,1,1,101003000,101003000022_0158
1,1,1,1,1,101003000,101003000022_0158
1,1,1,1,1,101003000,101003000022_0158
1,1,1,1,1,101003000,101003000022_0158
1,3,1,1,1,101003000,101003000022_0158
1,2,3,1,1,101003000,101003000022_0158
1,3,3,1,1,101003000,101003000022_0158
1,2,3,1,1,101003000,101003000022_0158
1,2,3,1,1,101003000,101003000022_0158
1,2,3,1,1,101003000,101003000022_0158
1,4,3,1,1,101003000,101003000022_0158
1,3,3,1,1,101003000,101003000022_0158
1,1,3,1,1,101003000,101003000022_0158
1,2,3,1,1,101003000,101003000022_0159
1,3,3,1,1,101003000,101003000022_0159
1,2,3,1,1,101003000,101003000022_0159
1,2,3,1,1,101003000,101003000022_0159
1,3,3,1,1,101003000,101003000022_0159
1,3,3,1,1,101003000,101003000022_0159
1,2,3,1,1,101003000,101003000022_0159
1,3,3,1,1,101003000,101003000022_0159
1,3,3,1,1,101003000,101003000022_0159
1,2,3,1,1,101003000,101003000022_0159
1,2,5,1,1,101003000,101003000022_0160
1,2,5,1,1,101003000,101003000022_0160
1,2,5,1,1,101003000,101003000022_0160
1,2,5,1,1,101003000,101003000022_0160
1,2,5,1,1,101003000,101003000022_0160
1,2,5,1,1,101003000,101003000022_0160
1,4,5,1,1,101003000,101003000022_0160
1,3,5,1,1,101003000,101003000022_0160
1,2,5,1,1,101003000,101003000022_0160
1,2,5,1,1,101003000,101003000022_0160
1,1,5,1,1,101003000,101003000022_0160
1,2,5,1,1,101003000,101003000022_0161
1,2,5,1,1,101003000,101003000022_0161
1,5,5,1,1,101003000,101003000022_0161
1,4,5,1,1,101003000,101003000022_0161
1,2,5,1,1,101003000,101003000022_0161
1,1,5,1,1,101003000,101003000022_0161
1,3,5,1,1,101003000,101003000022_0161
1,2,5,1,1,101003000,101003000022_0161
1,3,5,1,1,101003000,101003000022_0161
1,1,5,1,1,101003000,101003000022_0161
1,1,5,1,1,101003000,101003000022_0161
1,1,5,1,1,101003000,101003000022_0162
1,1,5,1,1,101003000,101003000022_0162
1,1,5,1,1,101003000,101003000022_0162
1,1,5,1,1,101003000,101003000022_0162
1,2,5,1,1,101003000,101003000022_0162
1,2,5,1,1,101003000,101003000022_0162
1,2,5,1,1,101003000,101003000022_0162
1,1,5,1,1,101003000,101003000022_0162
1,2,5,1,1,101003000,101003000022_0162
1,2,5,1,1,101003000,101003000022_0162
1,1,5,1,1,101003000,101003000022_0162
1,1,5,1,1,101003000,101003000022_0163
1,2,5,1,1,101003000,101003000022_0163
1,2,5,1,1,101003000,101003000022_0163
1,3,5,1,1,101003000,101003000022_0163
1,3,5,1,1,101003000,101003000022_0163
1,1,5,1,1,101003000,101003000022_0163
1,2,5,1,1,101003000,101003000022_0163
1,2,5,1,1,101003000,101003000022_0163
1,3,5,1,1,101003000,101003000022_0163
1,2,5,1,1,101003000,101003000022_0163
1,1,5,1,1,101003000,101003000022_0163
1,2,5,1,1,101003000,101003000022_0164
1,3,5,1,1,101003000,101003000022_0164
1,3,5,1,1,101003000,101003000022_0164
1,2,5,1,1,101003000,101003000022_0164
1,2,5,1,1,101003000,101003000022_0164
1,2,5,1,1,101003000,101003000022_0164
1,1,5,1,1,101003000,101003000022_0164
1,1,5,1,1,101003000,101003000022_0164
1,1,5,1,1,101003000,101003000022_0164
1,1,5,1,1,101003000,101003000022_0164
1,2,5,1,1,101003000,101003000022_0165
1,1,5,1,1,101003000,101003000022_0165
1,2,5,1,1,101003000,101003000022_0165
1,2,5,1,1,101003000,101003000022_0165
1,2,5,1,1,101003000,101003000022_0165
1,2,5,1,1,101003000,101003000022_0165
1,1,5,1,1,101003000,101003000022_0165
1,1,5,1,1,101003000,101003000022_0165
1,1,5,1,1,101003000,101003000022_0165
1,2,5,1,1,101003000,101003000022_0165
1,2,5,1,1,101003000,101003000022_0165
1,1,5,1,1,101003000,101003000022_0165
1,1,5,1,1,101003000,101003000022_0165
1,2,5,1,1,101003000,101003000022_0166
1,1,5,1,1,101003000,101003000022_0166
1,2,5,1,1,101003000,101003000022_0166
1,2,5,1,1,101003000,101003000022_0166
1,1,5,1,1,101003000,101003000022_0166
1,2,5,1,1,101003000,101003000022_0166
1,1,5,1,1,101003000,101003000022_0166
1,2,5,1,1,101003000,101003000022_0166
1,1,5,1,1,101003000,101003000022_0166
1,1,5,1,1,101003000,101003000022_0166
1,1,5,1,1,101003000,101003000022_0167
1,1,5,1,1,101003000,101003000022_0167
1,2,5,1,1,101003000,101003000022_0167
1,1,5,1,1,101003000,101003000022_0167
1,1,5,1,1,101003000,101003000022_0167
1,1,5,1,1,101003000,101003000022_0167
1,2,5,1,1,101003000,101003000022_0167
1,1,5,1,1,101003000,101003000022_0167
1,1,5,1,1,101003000,101003000022_0167
1,1,5,1,1,101003000,101003000022_0167
1,1,5,1,1,101003000,101003000022_0168
1,1,5,1,1,101003000,101003000022_0168
1,1,5,1,1,101003000,101003000022_0168
1,1,5,1,1,101003000,101003000022_0168
1,1,5,1,1,101003000,101003000022_0168
1,2,5,1,1,101003000,101003000022_0168
1,2,5,1,1,101003000,101003000022_0168
1,2,5,1,1,101003000,101003000022_0168
1,1,5,1,1,101003000,101003000022_0168
1,2,5,1,1,101003000,101003000022_0168
1,1,5,1,1,101003000,101003000022_0168
1,2,5,1,1,101003000,101003000022_0169
1,1,5,1,1,101003000,101003000022_0169
1,1,5,1,1,101003000,101003000022_0169
1,1,5,1,1,101003000,101003000022_0169
1,1,5,1,1,101003000,101003000022_0169
1,1,5,1,1,101003000,101003000022_0169
1,1,5,1,1,101003000,101003000022_0169
1,1,5,1,1,101003000,101003000022_0169
1,1,5,1,1,101003000,101003000022_0169
1,1,5,1,1,101003000,101003000022_0169
1,1,5,1,1,101003000,101003000022_0170
1,1,5,1,1,101003000,101003000022_0170
1,1,5,1,1,101003000,101003000022_0170
1,1,5,1,1,101003000,101003000022_0170
1,2,5,1,1,101003000,101003000022_0170
1,1,5,1,1,101003000,101003000022_0170
1,2,5,1,1,101003000,101003000022_0170
1,1,5,1,1,101003000,101003000022_0170
1,1,5,1,1,101003000,101003000022_0170
1,1,5,1,1,101003000,101003000022_0170
1,1,5,1,1,101003000,101003000022_0170
1,1,5,1,1,101003000,101003000022_0171
1,1,5,1,1,101003000,101003000022_0171
1,2,5,1,1,101003000,101003000022_0171
1,5,5,1,1,101003000,101003000022_0171
1,1,5,1,1,101003000,101003000022_0171
1,2,5,1,1,101003000,101003000022_0171
1,1,5,1,1,101003000,101003000022_0171
1,1,5,1,1,101003000,101003000022_0171
1,1,5,1,1,101003000,101003000022_0171
1,1,5,1,1,101003000,101003000022_0171
1,1,5,1,1,101003000,101003000022_0171
1,1,5,1,1,101003000,101003000022_0171
1,1,5,1,1,101003000,101003000022_0172
1,1,5,1,1,101003000,101003000022_0172
1,1,5,1,1,101003000,101003000022_0172
1,1,5,1,1,101003000,101003000022_0172
1,1,5,1,1,101003000,101003000022_0172
1,1,5,1,1,101003000,101003000022_0172
1,1,5,1,1,101003000,101003000022_0172
1,1,5,1,1,101003000,101003000022_0172
1,1,5,1,1,101003000,101003000022_0172
1,1,5,1,1,101003000,101003000022_0172
1,2,5,1,1,101003000,101003000022_0173
1,1,5,1,1,101003000,101003000022_0173
1,2,5,1,1,101003000,101003000022_0173
1,2,5,1,1,101003000,101003000022_0173
1,2,5,1,1,101003000,101003000022_0173
1,2,5,1,1,101003000,101003000022_0173
1,1,5,1,1,101003000,101003000022_0173
1,1,5,1,1,101003000,101003000022_0173
1,1,5,1,1,101003000,101003000022_0173
1,1,5,1,1,101003000,101003000022_0173
1,1,5,1,1,101003000,101003000022_0174
1,1,5,1,1,101003000,101003000022_0174
1,1,5,1,1,101003000,101003000022_0174
1,1,5,1,1,101003000,101003000022_0174
1,1,5,1,1,101003000,101003000022_0174
1,1,5,1,1,101003000,101003000022_0174
1,1,5,1,1,101003000,101003000022_0174
1,1,5,1,1,101003000,101003000022_0174
1,1,5,1,1,101003000,101003000022_0174
1,1,5,1,1,101003000,101003000022_0174
1,1,5,1,1,101003000,101003000022_0175
1,1,5,1,1,101003000,101003000022_0175
1,1,5,1,1,101003000,101003000022_0175
1,1,5,1,1,101003000,101003000022_0175
1,1,5,1,1,101003000,101003000022_0175
1,1,5,1,1,101003000,101003000022_0175
1,1,5,1,1,101003000,101003000022_0175
1,1,5,1,1,101003000,101003000022_0175
1,1,5,1,1,101003000,101003000022_0175
1,1,5,1,1,101003000,101003000022_0175
1,1,5,1,1,101003000,101003000022_0175
1,1,5,1,1,101003000,101003000022_0175
1,1,1,1,1,101003000,101003000022_0176
1,1,1,1,1,101003000,101003000022_0176
1,1,1,1,1,101003000,101003000022_0176
1,1,1,1,1,101003000,101003000022_0176
1,1,1,1,1,101003000,101003000022_0176
1,1,1,1,1,101003000,101003000022_0176
1,1,1,1,1,101003000,101003000022_0176
1,1,1,1,1,101003000,101003000022_0176
1,1,1,1,1,101003000,101003000022_0176
1,1,1,1,1,101003000,101003000022_0176
1,1,1,1,1,101003000,101003000022_0176
1,1,1,1,1,101003000,101003000022_0176
1,1,1,1,1,101003000,101003000022_0176
1,1,1,1,1,101003000,101003000022_0176
1,1,1,1,1,101003000,101003000022_0177
1,1,1,1,1,101003000,101003000022_0177
1,1,1,1,1,101003000,101003000022_0177
1,1,1,1,1,101003000,101003000022_0177
1,1,1,1,1,101003000,101003000022_0177
1,1,1,1,1,101003000,101003000022_0177
1,1,1,1,1,101003000,101003000022_0177
1,1,1,1,1,101003000,101003000022_0177
1,1,1,1,1,101003000,101003000022_0177
1,1,1,1,1,101003000,101003000022_0177
1,1,1,1,1,101003000,101003000022_0178
1,1,1,1,1,101003000,101003000022_0178
1,1,1,1,1,101003000,101003000022_0178
1,1,1,1,1,101003000,101003000022_0178
1,1,1,1,1,101003000,101003000022_0178
1,1,1,1,1,101003000,101003000022_0178
1,1,1,1,1,101003000,101003000022_0178
1,1,1,1,1,101003000,101003000022_0178
1,2,1,1,1,101003000,101003000022_0178
1,1,1,1,1,101003000,101003000022_0178
1,1,1,1,1,101003000,101003000022_0179
1,1,1,1,1,101003000,101003000022_0179
1,1,1,1,1,101003000,101003000022_0179
1,1,1,1,1,101003000,101003000022_0179
1,1,1,1,1,101003000,101003000022_0179
1,1,1,1,1,101003000,101003000022_0179
1,1,1,1,1,101003000,101003000022_0179
1,1,1,1,1,101003000,101003000022_0179
1,1,1,1,1,101003000,101003000022_0179
1,1,1,1,1,101003000,101003000022_0179
1,1,1,1,1,101003000,101003000022_0180
1,1,1,1,1,101003000,101003000022_0180
1,1,1,1,1,101003000,101003000022_0180
1,1,1,1,1,101003000,101003000022_0180
1,1,1,1,1,101003000,101003000022_0180
1,1,1,1,1,101003000,101003000022_0180
1,1,1,1,1,101003000,101003000022_0180
1,1,1,1,1,101003000,101003000022_0180
1,2,1,1,1,101003000,101003000022_0180
1,1,1,1,1,101003000,101003000022_0181
1,1,1,1,1,101003000,101003000022_0181
1,2,1,1,1,101003000,101003000022_0181
1,1,1,1,1,101003000,101003000022_0181
1,2,1,1,1,101003000,101003000022_0181
1,3,1,1,1,101003000,101003000022_0181
1,1,1,1,1,101003000,101003000022_0181
1,2,1,1,1,101003000,101003000022_0181
1,1,1,1,1,101003000,101003000022_0181
1,2,1,1,1,101003000,101003000022_0182
1,1,1,1,1,101003000,101003000022_0182
1,1,1,1,1,101003000,101003000022_0182
1,1,1,1,1,101003000,101003000022_0182
1,1,1,1,1,101003000,101003000022_0182
1,1,1,1,1,101003000,101003000022_0182
1,1,1,1,1,101003000,101003000022_0182
1,1,1,1,1,101003000,101003000022_0182
1,1,1,1,1,101003000,101003000022_0182
1,1,1,1,1,101003000,101003000022_0183
1,1,1,1,1,101003000,101003000022_0183
1,2,1,1,1,101003000,101003000022_0183
1,1,1,1,1,101003000,101003000022_0183
1,2,1,1,1,101003000,101003000022_0183
1,1,1,1,1,101003000,101003000022_0183
1,1,1,1,1,101003000,101003000022_0183
1,1,1,1,1,101003000,101003000022_0183
1,1,1,1,1,101003000,101003000022_0183
1,1,1,1,1,101003000,101003000022_0183
1,1,1,1,1,101003000,101003000022_0183
1,1,1,1,1,101003000,101003000022_0184
1,2,1,1,1,101003000,101003000022_0184
1,1,1,1,1,101003000,101003000022_0184
1,1,1,1,1,101003000,101003000022_0184
1,1,1,1,1,101003000,101003000022_0184
1,1,1,1,1,101003000,101003000022_0184
1,1,1,1,1,101003000,101003000022_0184
1,1,1,1,1,101003000,101003000022_0184
1,1,1,1,1,101003000,101003000022_0184
1,1,1,1,1,101003000,101003000022_0184
1,1,1,1,1,101003000,101003000022_0185
1,1,1,1,1,101003000,101003000022_0185
1,1,1,1,1,101003000,101003000022_0185
1,1,1,1,1,101003000,101003000022_0185
1,1,1,1,1,101003000,101003000022_0185
1,1,1,1,1,101003000,101003000022_0185
1,1,1,1,1,101003000,101003000022_0185
1,1,1,1,1,101003000,101003000022_0185
1,1,1,1,1,101003000,101003000022_0185
1,1,1,1,1,101003000,101003000022_0185
1,1,1,1,1,101003000,101003000022_0186
1,1,1,1,1,101003000,101003000022_0186
1,1,1,1,1,101003000,101003000022_0186
1,1,1,1,1,101003000,101003000022_0186
1,1,1,1,1,101003000,101003000022_0186
1,1,1,1,1,101003000,101003000022_0186
1,1,1,1,1,101003000,101003000022_0186
1,1,1,1,1,101003000,101003000022_0186
1,2,1,1,1,101003000,101003000022_0186
1,2,1,1,1,101003000,101003000022_0186
1,1,1,1,1,101003000,101003000022_0186
1,1,1,1,1,101003000,101003000022_0186
1,1,1,1,1,101003000,101003000022_0186
1,1,1,1,1,101003000,101003000022_0187
1,1,1,1,1,101003000,101003000022_0187
1,1,1,1,1,101003000,101003000022_0187
1,1,1,1,1,101003000,101003000022_0187
1,1,1,1,1,101003000,101003000022_0187
1,1,1,1,1,101003000,101003000022_0187
1,1,1,1,1,101003000,101003000022_0187
1,1,1,1,1,101003000,101003000022_0187
1,1,1,1,1,101003000,101003000022_0187
1,1,1,1,1,101003000,101003000022_0187
1,1,1,1,1,101003000,101003000022_0187
1,1,1,1,1,101003000,101003000022_0187
1,1,1,1,1,101003000,101003000022_0188
1,1,1,1,1,101003000,101003000022_0188
1,1,1,1,1,101003000,101003000022_0188
1,2,1,1,1,101003000,101003000022_0188
1,2,1,1,1,101003000,101003000022_0188
1,1,1,1,1,101003000,101003000022_0188
1,1,1,1,1,101003000,101003000022_0188
1,1,1,1,1,101003000,101003000022_0188
1,1,1,1,1,101003000,101003000022_0188
1,1,1,1,1,101003000,101003000022_0188
1,1,1,1,1,101003000,101003000022_0188
1,1,1,1,1,101003000,101003000022_0188
1,1,1,1,1,101003000,101003000022_0189
1,1,1,1,1,101003000,101003000022_0189
1,1,1,1,1,101003000,101003000022_0189
1,1,1,1,1,101003000,101003000022_0189
1,1,1,1,1,101003000,101003000022_0189
1,2,1,1,1,101003000,101003000022_0189
1,2,1,1,1,101003000,101003000022_0189
1,1,1,1,1,101003000,101003000022_0189
1,2,1,1,1,101003000,101003000022_0189
1,2,1,1,1,101003000,101003000022_0189
1,1,1,1,1,101003000,101003000022_0189
1,1,1,1,1,101003000,101003000022_0189
1,1,1,1,1,101003000,101003000022_0189
1,1,1,1,1,101003000,101003000022_0190
1,1,1,1,1,101003000,101003000022_0190
1,1,1,1,1,101003000,101003000022_0190
1,1,1,1,1,101003000,101003000022_0190
1,1,1,1,1,101003000,101003000022_0190
1,1,1,1,1,101003000,101003000022_0190
1,1,1,1,1,101003000,101003000022_0190
1,1,1,1,1,101003000,101003000022_0190
1,1,1,1,1,101003000,101003000022_0190
1,1,1,1,1,101003000,101003000022_0190
1,1,1,1,1,101003000,101003000022_0190
1,1,1,1,1,101003000,101003000022_0191
1,1,1,1,1,101003000,101003000022_0191
1,1,1,1,1,101003000,101003000022_0191
1,1,1,1,1,101003000,101003000022_0191
1,1,1,1,1,101003000,101003000022_0191
1,1,1,1,1,101003000,101003000022_0191
1,1,1,1,1,101003000,101003000022_0191
1,1,1,1,1,101003000,101003000022_0191
1,1,1,1,1,101003000,101003000022_0191
1,1,1,1,1,101003000,101003000022_0191
1,1,1,1,1,101003000,101003000022_0191
1,1,1,1,1,101003000,101003000022_0191
1,1,1,1,1,101003000,101003000022_0192
1,2,1,1,1,101003000,101003000022_0192
1,2,1,1,1,101003000,101003000022_0192
1,2,1,1,1,101003000,101003000022_0192
1,1,1,1,1,101003000,101003000022_0192
1,1,1,1,1,101003000,101003000022_0192
1,1,1,1,1,101003000,101003000022_0192
1,1,1,1,1,101003000,101003000022_0192
1,1,1,1,1,101003000,101003000022_0192
1,1,1,1,1,101003000,101003000022_0192
1,1,1,1,1,101003000,101003000022_0192
1,1,1,1,1,101003000,101003000022_0192
1,1,1,1,1,101003000,101003000022_0193
1,1,1,1,1,101003000,101003000022_0193
1,1,1,1,1,101003000,101003000022_0193
1,1,1,1,1,101003000,101003000022_0193
1,1,1,1,1,101003000,101003000022_0193
1,1,1,1,1,101003000,101003000022_0193
1,1,1,1,1,101003000,101003000022_0193
1,1,1,1,1,101003000,101003000022_0193
1,1,1,1,1,101003000,101003000022_0193
1,1,1,1,1,101003000,101003000022_0193
1,1,1,1,1,101003000,101003000022_0193
1,1,1,1,1,101003000,101003000022_0194
1,1,1,1,1,101003000,101003000022_0194
1,1,1,1,1,101003000,101003000022_0194
1,1,1,1,1,101003000,101003000022_0194
1,1,1,1,1,101003000,101003000022_0194
1,1,1,1,1,101003000,101003000022_0194
1,1,1,1,1,101003000,101003000022_0194
1,1,1,1,1,101003000,101003000022_0194
1,1,1,1,1,101003000,101003000022_0194
1,1,1,1,1,101003000,101003000022_0194
1,1,1,1,1,101003000,101003000022_0194
1,1,1,1,1,101003000,101003000022_0194
1,1,1,1,1,101003000,101003000022_0195
1,1,1,1,1,101003000,101003000022_0195
1,1,1,1,1,101003000,101003000022_0195
1,1,1,1,1,101003000,101003000022_0195
1,1,1,1,1,101003000,101003000022_0195
1,1,1,1,1,101003000,101003000022_0195
1,1,1,1,1,101003000,101003000022_0195
1,1,1,1,1,101003000,101003000022_0195
1,1,1,1,1,101003000,101003000022_0195
1,1,1,1,1,101003000,101003000022_0195
1,1,1,1,1,101003000,101003000022_0196
1,1,1,1,1,101003000,101003000022_0196
1,1,1,1,1,101003000,101003000022_0196
1,1,1,1,1,101003000,101003000022_0196
1,1,1,1,1,101003000,101003000022_0196
1,1,1,1,1,101003000,101003000022_0196
1,1,1,1,1,101003000,101003000022_0196
1,1,1,1,1,101003000,101003000022_0196
1,1,1,1,1,101003000,101003000022_0196
1,1,1,1,1,101003000,101003000022_0196
1,1,1,1,1,101003000,101003000022_0197
1,1,1,1,1,101003000,101003000022_0197
1,1,1,1,1,101003000,101003000022_0197
1,1,1,1,1,101003000,101003000022_0197
1,1,1,1,1,101003000,101003000022_0197
1,1,1,1,1,101003000,101003000022_0197
1,1,1,1,1,101003000,101003000022_0197
1,1,1,1,1,101003000,101003000022_0197
1,1,1,1,1,101003000,101003000022_0197
1,2,1,1,1,101003000,101003000022_0197
1,1,1,1,1,101003000,101003000022_0198
1,1,1,1,1,101003000,101003000022_0198
1,1,1,1,1,101003000,101003000022_0198
1,1,1,1,1,101003000,101003000022_0198
1,1,1,1,1,101003000,101003000022_0198
1,1,1,1,1,101003000,101003000022_0198
1,1,1,1,1,101003000,101003000022_0198
1,1,1,1,1,101003000,101003000022_0198
1,1,1,1,1,101003000,101003000022_0198
1,1,1,1,1,101003000,101003000022_0198
1,1,1,1,1,101003000,101003000022_0198
1,1,1,1,1,101003000,101003000022_0198
1,1,1,1,1,101003000,101003000022_0198
1,1,1,1,1,101003000,101003000022_0199
1,1,1,1,1,101003000,101003000022_0199
1,2,1,1,1,101003000,101003000022_0199
1,1,1,1,1,101003000,101003000022_0199
1,2,1,1,1,101003000,101003000022_0199
1,1,1,1,1,101003000,101003000022_0199
1,1,1,1,1,101003000,101003000022_0199
1,1,1,1,1,101003000,101003000022_0199
1,1,1,1,1,101003000,101003000022_0199
1,2,1,1,1,101003000,101003000022_0199
1,1,1,1,1,101003000,101003000022_0199
1,1,1,1,1,101003000,101003000022_0200
1,1,1,1,1,101003000,101003000022_0200
1,1,1,1,1,101003000,101003000022_0200
1,1,1,1,1,101003000,101003000022_0200
1,1,1,1,1,101003000,101003000022_0200
1,1,1,1,1,101003000,101003000022_0200
1,1,1,1,1,101003000,101003000022_0200
1,1,1,1,1,101003000,101003000022_0200
1,1,1,1,1,101003000,101003000022_0200
1,2,1,1,1,101003000,101003000022_0200
1,1,1,1,1,101003000,101003000022_0201
1,1,1,1,1,101003000,101003000022_0201
1,1,1,1,1,101003000,101003000022_0201
1,1,1,1,1,101003000,101003000022_0201
1,1,1,1,1,101003000,101003000022_0201
1,1,1,1,1,101003000,101003000022_0201
1,1,1,1,1,101003000,101003000022_0201
1,1,1,1,1,101003000,101003000022_0201
1,1,1,1,1,101003000,101003000022_0201
1,1,1,1,1,101003000,101003000022_0201
1,1,1,1,1,101003000,101003000022_0202
1,1,1,1,1,101003000,101003000022_0202
1,1,1,1,1,101003000,101003000022_0202
1,1,1,1,1,101003000,101003000022_0202
1,1,1,1,1,101003000,101003000022_0202
1,1,1,1,1,101003000,101003000022_0202
1,1,1,1,1,101003000,101003000022_0202
1,1,1,1,1,101003000,101003000022_0202
1,1,1,1,1,101003000,101003000022_0202
1,1,1,1,1,101003000,101003000022_0202
1,1,1,1,1,101003000,101003000022_0203
1,1,1,1,1,101003000,101003000022_0203
1,1,1,1,1,101003000,101003000022_0203
1,1,1,1,1,101003000,101003000022_0203
1,1,1,1,1,101003000,101003000022_0203
1,1,1,1,1,101003000,101003000022_0203
1,1,1,1,1,101003000,101003000022_0203
1,2,1,1,1,101003000,101003000022_0203
1,1,1,1,1,101003000,101003000022_0203
1,1,1,1,1,101003000,101003000022_0203
1,1,1,1,1,101003000,101003000022_0204
1,1,1,1,1,101003000,101003000022_0204
1,2,1,1,1,101003000,101003000022_0204
1,1,1,1,1,101003000,101003000022_0204
